Time - Plot 0,Pulley Movement (cm) - Plot 0
17.54,-0.0443
17.54,-0.0443
17.55,-0.0443
17.55,-0.0443
17.55,-0.0443
17.56,-0.0443
17.57,-0.0443
17.57,-0.0443
17.57,-0.0443
17.58,-0.0443
17.59,-0.05168
17.59,-0.05168
17.59,-0.05168
17.6,-0.05168
17.61,-0.05168
17.61,-0.05906
17.62,-0.05906
17.62,-0.05906
17.62,-0.05906
17.63,-0.05906
17.64,-0.05906
17.64,-0.06645
17.64,-0.06645
17.65,-0.06645
17.66,-0.06645
17.66,-0.06645
17.66,-0.06645
17.67,-0.06645
17.68,-0.06645
17.68,-0.06645
17.68,-0.06645
17.69,-0.06645
17.7,-0.06645
17.7,-0.06645
17.71,-0.06645
17.71,-0.06645
17.71,-0.06645
17.72,-0.06645
17.73,-0.06645
17.73,-0.06645
17.73,-0.06645
17.74,-0.06645
17.75,-0.06645
17.75,-0.06645
17.75,-0.06645
17.76,-0.06645
17.77,-0.06645
17.77,-0.06645
17.78,-0.06645
17.78,-0.06645
17.79,-0.06645
17.79,-0.06645
17.8,-0.06645
17.8,-0.06645
17.8,-0.06645
17.81,-0.06645
17.82,-0.06645
17.82,-0.06645
17.82,-0.06645
17.83,-0.06645
17.84,-0.06645
17.84,-0.06645
17.84,-0.06645
17.85,-0.06645
17.86,-0.06645
17.86,-0.06645
17.87,-0.06645
17.87,-0.06645
17.87,-0.06645
17.88,-0.06645
17.89,-0.06645
17.89,-0.06645
17.89,-0.06645
17.9,-0.06645
17.91,-0.06645
17.91,-0.06645
17.91,-0.06645
17.92,-0.06645
17.93,-0.06645
17.93,-0.06645
17.93,-0.06645
17.94,-0.06645
17.95,-0.06645
17.95,-0.06645
17.96,-0.06645
17.96,-0.06645
17.96,-0.06645
17.97,-0.06645
17.98,-0.06645
17.98,-0.06645
17.98,-0.06645
17.99,-0.06645
18,-0.06645
18,-0.06645
18,-0.06645
18.01,-0.06645
18.02,-0.06645
18.02,-0.06645
18.03,-0.06645
18.03,-0.06645
18.04,-0.06645
18.04,-0.06645
18.05,-0.06645
18.05,-0.06645
18.05,-0.06645
18.06,-0.06645
18.07,-0.06645
18.07,-0.06645
18.07,-0.06645
18.08,-0.06645
18.09,-0.06645
18.09,-0.06645
18.09,-0.06645
18.1,-0.06645
18.11,-0.06645
18.11,-0.06645
18.12,-0.06645
18.12,-0.06645
18.12,-0.06645
18.13,-0.06645
18.14,-0.06645
18.14,-0.06645
18.14,-0.06645
18.15,-0.06645
18.16,-0.06645
18.16,-0.06645
18.16,-0.06645
18.17,-0.06645
18.18,-0.06645
18.18,-0.06645
18.18,-0.06645
18.19,-0.06645
18.2,-0.06645
18.2,-0.06645
18.21,-0.06645
18.21,-0.06645
18.21,-0.06645
18.22,-0.06645
18.23,-0.06645
18.23,-0.06645
18.23,-0.06645
18.24,-0.06645
18.25,-0.06645
18.25,-0.06645
18.25,-0.06645
18.26,-0.06645
18.27,-0.06645
18.27,-0.06645
18.28,-0.06645
18.28,-0.06645
18.29,-0.06645
18.29,-0.06645
18.3,-0.06645
18.3,-0.06645
18.3,-0.06645
18.31,-0.06645
18.32,-0.06645
18.32,-0.06645
18.32,-0.06645
18.33,-0.06645
18.34,-0.06645
18.34,-0.06645
18.34,-0.06645
18.35,-0.06645
18.36,-0.06645
18.36,-0.06645
18.37,-0.06645
18.37,-0.06645
18.37,-0.06645
18.38,-0.06645
18.39,-0.06645
18.39,-0.06645
18.39,-0.06645
18.4,-0.06645
18.41,-0.06645
18.41,-0.06645
18.41,-0.06645
18.42,-0.06645
18.43,-0.06645
18.43,-0.06645
18.43,-0.06645
18.44,-0.06645
18.45,-0.06645
18.45,-0.06645
18.46,-0.06645
18.46,-0.06645
18.46,-0.06645
18.47,-0.06645
18.48,-0.06645
18.48,-0.06645
18.48,-0.06645
18.49,-0.06645
18.5,-0.06645
18.5,-0.06645
18.5,-0.06645
18.51,-0.06645
18.52,-0.06645
18.52,-0.06645
18.53,-0.06645
18.53,-0.06645
18.54,-0.06645
18.54,-0.06645
18.55,-0.06645
18.55,-0.06645
18.55,-0.06645
18.56,-0.06645
18.57,-0.06645
18.57,-0.06645
18.57,-0.06645
18.58,-0.06645
18.59,-0.06645
18.59,-0.06645
18.59,-0.06645
18.6,-0.06645
18.61,-0.06645
18.61,-0.06645
18.62,-0.06645
18.62,-0.06645
18.62,-0.06645
18.63,-0.06645
18.64,-0.06645
18.64,-0.06645
18.64,-0.06645
18.65,-0.06645
18.66,-0.06645
18.66,-0.06645
18.66,-0.06645
18.67,-0.06645
18.68,-0.06645
18.68,-0.06645
18.68,-0.06645
18.69,-0.06645
18.7,-0.06645
18.7,-0.06645
18.71,-0.06645
18.71,-0.06645
18.71,-0.06645
18.72,-0.06645
18.73,-0.06645
18.73,-0.06645
18.73,-0.06645
18.74,-0.06645
18.75,-0.06645
18.75,-0.06645
18.75,-0.06645
18.76,-0.06645
18.77,-0.06645
18.77,-0.06645
18.78,-0.06645
18.78,-0.06645
18.79,-0.06645
18.79,-0.06645
18.8,-0.06645
18.8,-0.06645
18.8,-0.06645
18.81,-0.06645
18.82,-0.06645
18.82,-0.06645
18.82,-0.06645
18.83,-0.06645
18.84,-0.06645
18.84,-0.06645
18.84,-0.06645
18.85,-0.06645
18.86,-0.06645
18.86,-0.06645
18.87,-0.06645
18.87,-0.06645
18.87,-0.06645
18.88,-0.06645
18.89,-0.06645
18.89,-0.06645
18.89,-0.06645
18.9,-0.06645
18.91,-0.06645
18.91,-0.06645
18.91,-0.06645
18.92,-0.06645
18.93,-0.06645
18.93,-0.06645
18.93,-0.06645
18.94,-0.06645
18.95,-0.06645
18.95,-0.06645
18.96,-0.06645
18.96,-0.06645
18.96,-0.06645
18.97,-0.06645
18.98,-0.06645
18.98,-0.06645
18.98,-0.06645
18.99,-0.06645
19,-0.06645
19,-0.06645
19,-0.06645
19.01,-0.06645
19.02,-0.06645
19.02,-0.06645
19.03,-0.06645
19.03,-0.06645
19.04,-0.06645
19.04,-0.06645
19.05,-0.06645
19.05,-0.06645
19.05,-0.06645
19.06,-0.06645
19.07,-0.06645
19.07,-0.06645
19.07,-0.06645
19.08,-0.06645
19.09,-0.06645
19.09,-0.06645
19.09,-0.06645
19.1,-0.06645
19.11,-0.06645
19.11,-0.06645
19.12,-0.06645
19.12,-0.06645
19.12,-0.06645
19.13,-0.06645
19.14,-0.06645
19.14,-0.06645
19.14,-0.06645
19.15,-0.06645
19.16,-0.06645
19.16,-0.06645
19.16,-0.06645
19.17,-0.06645
19.18,-0.06645
19.18,-0.06645
19.18,-0.06645
19.19,-0.06645
19.2,-0.06645
19.2,-0.06645
19.21,-0.06645
19.21,-0.06645
19.21,-0.06645
19.22,-0.06645
19.23,-0.06645
19.23,-0.06645
19.23,-0.06645
19.24,-0.06645
19.25,-0.06645
19.25,-0.06645
19.25,-0.06645
19.26,-0.06645
19.27,-0.06645
19.27,-0.06645
19.28,-0.06645
19.28,-0.06645
19.29,-0.06645
19.29,-0.06645
19.3,-0.06645
19.3,-0.06645
19.3,-0.06645
19.31,-0.06645
19.32,-0.06645
19.32,-0.06645
19.32,-0.06645
19.33,-0.06645
19.34,-0.06645
19.34,-0.06645
19.34,-0.06645
19.35,-0.06645
19.36,-0.06645
19.36,-0.06645
19.37,-0.06645
19.37,-0.06645
19.37,-0.06645
19.38,-0.06645
19.39,-0.06645
19.39,-0.06645
19.39,-0.06645
19.4,-0.06645
19.41,-0.06645
19.41,-0.06645
19.41,-0.06645
19.42,-0.06645
19.43,-0.06645
19.43,-0.06645
19.43,-0.06645
19.44,-0.06645
19.45,-0.06645
19.45,-0.06645
19.46,-0.06645
19.46,-0.06645
19.46,-0.06645
19.47,-0.06645
19.48,-0.06645
19.48,-0.06645
19.48,-0.06645
19.49,-0.06645
19.5,-0.06645
19.5,-0.06645
19.5,-0.06645
19.51,-0.06645
19.52,-0.06645
19.52,-0.06645
19.53,-0.06645
19.53,-0.06645
19.54,-0.06645
19.54,-0.06645
19.55,-0.06645
19.55,-0.06645
19.55,-0.06645
19.56,-0.06645
19.57,-0.06645
19.57,-0.06645
19.57,-0.06645
19.58,-0.06645
19.59,-0.06645
19.59,-0.06645
19.59,-0.06645
19.6,-0.06645
19.61,-0.06645
19.61,-0.06645
19.62,-0.06645
19.62,-0.06645
19.62,-0.06645
19.63,-0.06645
19.64,-0.06645
19.64,-0.06645
19.64,-0.06645
19.65,-0.06645
19.66,-0.06645
19.66,-0.06645
19.66,-0.06645
19.67,-0.06645
19.68,-0.06645
19.68,-0.06645
19.68,-0.06645
19.69,-0.06645
19.7,-0.06645
19.7,-0.06645
19.71,-0.06645
19.71,-0.06645
19.71,-0.06645
19.72,-0.06645
19.73,-0.06645
19.73,-0.06645
19.73,-0.06645
19.74,-0.06645
19.75,-0.06645
19.75,-0.06645
19.75,-0.06645
19.76,-0.06645
19.77,-0.06645
19.77,-0.06645
19.78,-0.06645
19.78,-0.06645
19.79,-0.06645
19.79,-0.06645
19.8,-0.06645
19.8,-0.06645
19.8,-0.06645
19.81,-0.06645
19.82,-0.06645
19.82,-0.06645
19.82,-0.06645
19.83,-0.06645
19.84,-0.06645
19.84,-0.06645
19.84,-0.06645
19.85,-0.06645
19.86,-0.06645
19.86,-0.06645
19.87,-0.06645
19.87,-0.06645
19.87,-0.06645
19.88,-0.06645
19.89,-0.06645
19.89,-0.06645
19.89,-0.06645
19.9,-0.06645
19.91,-0.06645
19.91,-0.06645
19.91,-0.06645
19.92,-0.06645
19.93,-0.06645
19.93,-0.06645
19.93,-0.06645
19.94,-0.06645
19.95,-0.06645
19.95,-0.06645
19.96,-0.06645
19.96,-0.06645
19.96,-0.06645
19.97,-0.06645
19.98,-0.06645
19.98,-0.06645
19.98,-0.06645
19.99,-0.06645
20,-0.06645
20,-0.06645
20,-0.06645
20.01,-0.06645
20.02,-0.06645
20.02,-0.06645
20.03,-0.06645
20.03,-0.06645
20.04,-0.06645
20.04,-0.06645
20.05,-0.06645
20.05,-0.06645
20.05,-0.06645
20.06,-0.06645
20.07,-0.06645
20.07,-0.06645
20.07,-0.06645
20.08,-0.06645
20.09,-0.06645
20.09,-0.06645
20.09,-0.06645
20.1,-0.06645
20.11,-0.06645
20.11,-0.06645
20.12,-0.06645
20.12,-0.06645
20.12,-0.06645
20.13,-0.06645
20.14,-0.06645
20.14,-0.06645
20.14,-0.06645
20.15,-0.06645
20.16,-0.06645
20.16,-0.06645
20.16,-0.06645
20.17,-0.06645
20.18,-0.06645
20.18,-0.06645
20.18,-0.06645
20.19,-0.06645
20.2,-0.06645
20.2,-0.06645
20.21,-0.06645
20.21,-0.06645
20.21,-0.06645
20.22,-0.06645
20.23,-0.06645
20.23,-0.06645
20.23,-0.06645
20.24,-0.06645
20.25,-0.06645
20.25,-0.06645
20.25,-0.06645
20.26,-0.06645
20.27,-0.06645
20.27,-0.06645
20.28,-0.06645
20.28,-0.06645
20.29,-0.06645
20.29,-0.06645
20.3,-0.06645
20.3,-0.06645
20.3,-0.06645
20.31,-0.06645
20.32,-0.06645
20.32,-0.06645
20.32,-0.06645
20.33,-0.06645
20.34,-0.06645
20.34,-0.06645
20.34,-0.06645
20.35,-0.06645
20.36,-0.06645
20.36,-0.06645
20.37,-0.06645
20.37,-0.06645
20.37,-0.06645
20.38,-0.06645
20.39,-0.06645
20.39,-0.06645
20.39,-0.06645
20.4,-0.06645
20.41,-0.06645
20.41,-0.06645
20.41,-0.06645
20.42,-0.06645
20.43,-0.06645
20.43,-0.06645
20.43,-0.06645
20.44,-0.06645
20.45,-0.06645
20.45,-0.06645
20.46,-0.06645
20.46,-0.06645
20.46,-0.06645
20.47,-0.06645
20.48,-0.06645
20.48,-0.06645
20.48,-0.06645
20.49,-0.06645
20.5,-0.06645
20.5,-0.06645
20.5,-0.06645
20.51,-0.06645
20.52,-0.06645
20.52,-0.06645
20.53,-0.06645
20.53,-0.06645
20.54,-0.06645
20.54,-0.06645
20.55,-0.06645
20.55,-0.06645
20.55,-0.06645
20.56,-0.06645
20.57,-0.06645
20.57,-0.06645
20.57,-0.06645
20.58,-0.06645
20.59,-0.06645
20.59,-0.06645
20.59,-0.06645
20.6,-0.06645
20.61,-0.06645
20.61,-0.06645
20.62,-0.06645
20.62,-0.06645
20.62,-0.06645
20.63,-0.06645
20.64,-0.06645
20.64,-0.06645
20.64,-0.06645
20.65,-0.06645
20.66,-0.06645
20.66,-0.06645
20.66,-0.06645
20.67,-0.06645
20.68,-0.06645
20.68,-0.06645
20.68,-0.06645
20.69,-0.06645
20.7,-0.06645
20.7,-0.06645
20.71,-0.06645
20.71,-0.06645
20.71,-0.06645
20.72,-0.06645
20.73,-0.06645
20.73,-0.06645
20.73,-0.06645
20.74,-0.06645
20.75,-0.06645
20.75,-0.06645
20.75,-0.06645
20.76,-0.06645
20.77,-0.06645
20.77,-0.06645
20.78,-0.06645
20.78,-0.06645
20.79,-0.06645
20.79,-0.06645
20.8,-0.06645
20.8,-0.06645
20.8,-0.06645
20.81,-0.06645
20.82,-0.06645
20.82,-0.06645
20.82,-0.06645
20.83,-0.06645
20.84,-0.06645
20.84,-0.06645
20.84,-0.06645
20.85,-0.06645
20.86,-0.06645
20.86,-0.06645
20.87,-0.06645
20.87,-0.06645
20.87,-0.06645
20.88,-0.06645
20.89,-0.06645
20.89,-0.06645
20.89,-0.06645
20.9,-0.06645
20.91,-0.06645
20.91,-0.06645
20.91,-0.06645
20.92,-0.06645
20.93,-0.06645
20.93,-0.06645
20.93,-0.06645
20.94,-0.06645
20.95,-0.06645
20.95,-0.06645
20.96,-0.06645
20.96,-0.06645
20.96,-0.06645
20.97,-0.06645
20.98,-0.06645
20.98,-0.06645
20.98,-0.06645
20.99,-0.06645
21,-0.06645
21,-0.06645
21,-0.06645
21.01,-0.06645
21.02,-0.06645
21.02,-0.06645
21.03,-0.06645
21.03,-0.06645
21.04,-0.06645
21.04,-0.06645
21.05,-0.06645
21.05,-0.06645
21.05,-0.06645
21.06,-0.06645
21.07,-0.06645
21.07,-0.06645
21.07,-0.06645
21.08,-0.06645
21.09,-0.06645
21.09,-0.06645
21.09,-0.06645
21.1,-0.06645
21.11,-0.06645
21.11,-0.06645
21.12,-0.06645
21.12,-0.06645
21.12,-0.06645
21.13,-0.06645
21.14,-0.06645
21.14,-0.06645
21.14,-0.06645
21.15,-0.06645
21.16,-0.06645
21.16,-0.06645
21.16,-0.06645
21.17,-0.06645
21.18,-0.06645
21.18,-0.06645
21.18,-0.06645
21.19,-0.06645
21.2,-0.06645
21.2,-0.06645
21.21,-0.06645
21.21,-0.06645
21.21,-0.06645
21.22,-0.06645
21.23,-0.06645
21.23,-0.06645
21.23,-0.06645
21.24,-0.06645
21.25,-0.06645
21.25,-0.06645
21.25,-0.06645
21.26,-0.06645
21.27,-0.06645
21.27,-0.06645
21.28,-0.06645
21.28,-0.06645
21.29,-0.06645
21.29,-0.06645
21.3,-0.06645
21.3,-0.06645
21.3,-0.06645
21.31,-0.06645
21.32,-0.06645
21.32,-0.06645
21.32,-0.06645
21.33,-0.06645
21.34,-0.06645
21.34,-0.06645
21.34,-0.06645
21.35,-0.06645
21.36,-0.06645
21.36,-0.06645
21.37,-0.06645
21.37,-0.06645
21.37,-0.06645
21.38,-0.06645
21.39,-0.06645
21.39,-0.06645
21.39,-0.06645
21.4,-0.06645
21.41,-0.06645
21.41,-0.06645
21.41,-0.06645
21.42,-0.06645
21.43,-0.06645
21.43,-0.06645
21.43,-0.06645
21.44,-0.06645
21.45,-0.06645
21.45,-0.06645
21.46,-0.06645
21.46,-0.06645
21.46,-0.06645
21.47,-0.06645
21.48,-0.06645
21.48,-0.06645
21.48,-0.06645
21.49,-0.06645
21.5,-0.06645
21.5,-0.06645
21.5,-0.06645
21.51,-0.06645
21.52,-0.06645
21.52,-0.06645
21.53,-0.06645
21.53,-0.06645
21.54,-0.06645
21.54,-0.06645
21.55,-0.06645
21.55,-0.06645
21.55,-0.06645
21.56,-0.06645
21.57,-0.06645
21.57,-0.06645
21.57,-0.06645
21.58,-0.06645
21.59,-0.06645
21.59,-0.06645
21.59,-0.06645
21.6,-0.06645
21.61,-0.06645
21.61,-0.06645
21.62,-0.06645
21.62,-0.06645
21.62,-0.06645
21.63,-0.06645
21.64,-0.06645
21.64,-0.06645
21.64,-0.06645
21.65,-0.06645
21.66,-0.06645
21.66,-0.06645
21.66,-0.06645
21.67,-0.06645
21.68,-0.06645
21.68,-0.06645
21.68,-0.06645
21.69,-0.06645
21.7,-0.06645
21.7,-0.06645
21.71,-0.06645
21.71,-0.06645
21.71,-0.06645
21.72,-0.06645
21.73,-0.06645
21.73,-0.06645
21.73,-0.06645
21.74,-0.06645
21.75,-0.06645
21.75,-0.06645
21.75,-0.06645
21.76,-0.06645
21.77,-0.06645
21.77,-0.06645
21.78,-0.06645
21.78,-0.06645
21.79,-0.06645
21.79,-0.06645
21.8,-0.06645
21.8,-0.06645
21.8,-0.06645
21.81,-0.06645
21.82,-0.06645
21.82,-0.06645
21.82,-0.06645
21.83,-0.06645
21.84,-0.06645
21.84,-0.06645
21.84,-0.06645
21.85,-0.06645
21.86,-0.06645
21.86,-0.06645
21.87,-0.06645
21.87,-0.06645
21.87,-0.06645
21.88,-0.06645
21.89,-0.06645
21.89,-0.06645
21.89,-0.06645
21.9,-0.06645
21.91,-0.06645
21.91,-0.06645
21.91,-0.06645
21.92,-0.06645
21.93,-0.06645
21.93,-0.06645
21.93,-0.06645
21.94,-0.06645
21.95,-0.06645
21.95,-0.06645
21.96,-0.06645
21.96,-0.06645
21.96,-0.06645
21.97,-0.06645
21.98,-0.06645
21.98,-0.06645
21.98,-0.06645
21.99,-0.06645
22,-0.06645
22,-0.06645
22,-0.06645
22.01,-0.06645
22.02,-0.06645
22.02,-0.06645
22.03,-0.06645
22.03,-0.06645
22.04,-0.06645
22.04,-0.06645
22.05,-0.06645
22.05,-0.06645
22.05,-0.06645
22.06,-0.06645
22.07,-0.06645
22.07,-0.06645
22.07,-0.06645
22.08,-0.06645
22.09,-0.06645
22.09,-0.06645
22.09,-0.06645
22.1,-0.06645
22.11,-0.06645
22.11,-0.06645
22.12,-0.06645
22.12,-0.06645
22.12,-0.06645
22.13,-0.06645
22.14,-0.06645
22.14,-0.06645
22.14,-0.06645
22.15,-0.06645
22.16,-0.06645
22.16,-0.06645
22.16,-0.06645
22.17,-0.06645
22.18,-0.06645
22.18,-0.06645
22.18,-0.06645
22.19,-0.06645
22.2,-0.06645
22.2,-0.06645
22.21,-0.06645
22.21,-0.06645
22.21,-0.06645
22.22,-0.06645
22.23,-0.06645
22.23,-0.06645
22.23,-0.06645
22.24,-0.06645
22.25,-0.06645
22.25,-0.06645
22.25,-0.06645
22.26,-0.06645
22.27,-0.06645
22.27,-0.06645
22.28,-0.06645
22.28,-0.06645
22.29,-0.06645
22.29,-0.06645
22.3,-0.06645
22.3,-0.06645
22.3,-0.06645
22.31,-0.06645
22.32,-0.06645
22.32,-0.06645
22.32,-0.06645
22.33,-0.06645
22.34,-0.06645
22.34,-0.06645
22.34,-0.06645
22.35,-0.06645
22.36,-0.06645
22.36,-0.06645
22.37,-0.06645
22.37,-0.06645
22.37,-0.06645
22.38,-0.06645
22.39,-0.06645
22.39,-0.06645
22.39,-0.06645
22.4,-0.06645
22.41,-0.06645
22.41,-0.06645
22.41,-0.06645
22.42,-0.06645
22.43,-0.06645
22.43,-0.06645
22.43,-0.06645
22.44,-0.06645
22.45,-0.06645
22.45,-0.06645
22.46,-0.06645
22.46,-0.06645
22.46,-0.06645
22.47,-0.06645
22.48,-0.06645
22.48,-0.06645
22.48,-0.06645
22.49,-0.06645
22.5,-0.06645
22.5,-0.06645
22.5,-0.06645
22.51,-0.06645
22.52,-0.06645
22.52,-0.06645
22.53,-0.06645
22.53,-0.06645
22.54,-0.06645
22.54,-0.06645
22.55,-0.06645
22.55,-0.06645
22.55,-0.06645
22.56,-0.06645
22.57,-0.06645
22.57,-0.06645
22.57,-0.06645
22.58,-0.06645
22.59,-0.06645
22.59,-0.06645
22.59,-0.06645
22.6,-0.06645
22.61,-0.06645
22.61,-0.06645
22.62,-0.06645
22.62,-0.06645
22.62,-0.06645
22.63,-0.06645
22.64,-0.06645
22.64,-0.06645
22.64,-0.06645
22.65,-0.06645
22.66,-0.06645
22.66,-0.06645
22.66,-0.06645
22.67,-0.06645
22.68,-0.06645
22.68,-0.06645
22.68,-0.06645
22.69,-0.06645
22.7,-0.06645
22.7,-0.06645
22.71,-0.06645
22.71,-0.06645
22.71,-0.06645
22.72,-0.06645
22.73,-0.06645
22.73,-0.06645
22.73,-0.06645
22.74,-0.06645
22.75,-0.06645
22.75,-0.06645
22.75,-0.06645
22.76,-0.06645
22.77,-0.06645
22.77,-0.06645
22.78,-0.06645
22.78,-0.06645
22.79,-0.06645
22.79,-0.06645
22.8,-0.06645
22.8,-0.06645
22.8,-0.06645
22.81,-0.06645
22.82,-0.06645
22.82,-0.06645
22.82,-0.06645
22.83,-0.06645
22.84,-0.06645
22.84,-0.06645
22.84,-0.06645
22.85,-0.06645
22.86,-0.06645
22.86,-0.06645
22.87,-0.06645
22.87,-0.06645
22.87,-0.06645
22.88,-0.06645
22.89,-0.06645
22.89,-0.06645
22.89,-0.06645
22.9,-0.06645
22.91,-0.06645
22.91,-0.06645
22.91,-0.06645
22.92,-0.06645
22.93,-0.06645
22.93,-0.06645
22.93,-0.06645
22.94,-0.06645
22.95,-0.06645
22.95,-0.06645
22.96,-0.06645
22.96,-0.06645
22.96,-0.06645
22.97,-0.06645
22.98,-0.06645
22.98,-0.06645
22.98,-0.06645
22.99,-0.06645
23,-0.06645
23,-0.06645
23,-0.06645
23.01,-0.06645
23.02,-0.06645
23.02,-0.06645
23.03,-0.06645
23.03,-0.06645
23.04,-0.06645
23.04,-0.06645
23.05,-0.06645
23.05,-0.06645
23.05,-0.06645
23.06,-0.06645
23.07,-0.06645
23.07,-0.06645
23.07,-0.06645
23.08,-0.06645
23.09,-0.06645
23.09,-0.06645
23.09,-0.06645
23.1,-0.06645
23.11,-0.06645
23.11,-0.06645
23.12,-0.06645
23.12,-0.06645
23.12,-0.06645
23.13,-0.06645
23.14,-0.06645
23.14,-0.06645
23.14,-0.06645
23.15,-0.06645
23.16,-0.06645
23.16,-0.06645
23.16,-0.06645
23.17,-0.06645
23.18,-0.06645
23.18,-0.06645
23.18,-0.06645
23.19,-0.06645
23.2,-0.06645
23.2,-0.06645
23.21,-0.06645
23.21,-0.06645
23.21,-0.06645
23.22,-0.06645
23.23,-0.06645
23.23,-0.06645
23.23,-0.06645
23.24,-0.06645
23.25,-0.06645
23.25,-0.06645
23.25,-0.06645
23.26,-0.06645
23.27,-0.06645
23.27,-0.06645
23.28,-0.06645
23.28,-0.06645
23.29,-0.06645
23.29,-0.06645
23.3,-0.06645
23.3,-0.06645
23.3,-0.06645
23.31,-0.06645
23.32,-0.06645
23.32,-0.06645
23.32,-0.06645
23.33,-0.06645
23.34,-0.06645
23.34,-0.06645
23.34,-0.06645
23.35,-0.06645
23.36,-0.06645
23.36,-0.06645
23.37,-0.06645
23.37,-0.06645
23.37,-0.06645
23.38,-0.06645
23.39,-0.06645
23.39,-0.06645
23.39,-0.06645
23.4,-0.06645
23.41,-0.06645
23.41,-0.06645
23.41,-0.06645
23.42,-0.06645
23.43,-0.06645
23.43,-0.06645
23.43,-0.06645
23.44,-0.06645
23.45,-0.06645
23.45,-0.06645
23.46,-0.06645
23.46,-0.06645
23.46,-0.06645
23.47,-0.06645
23.48,-0.06645
23.48,-0.06645
23.48,-0.06645
23.49,-0.06645
23.5,-0.06645
23.5,-0.06645
23.5,-0.06645
23.51,-0.06645
23.52,-0.06645
23.52,-0.06645
23.53,-0.06645
23.53,-0.06645
23.54,-0.06645
23.54,-0.06645
23.55,-0.06645
23.55,-0.06645
23.55,-0.06645
